candidate_count,dataset,error_pattern,exact,f1,false_candidate_count,fn,fp,instance_id,method,missed_tag_count,precision,prediction_tags,recall,recovered_tag_count,source_id,tp,truth_count,truth_tags
1,set_b,partial_recovery_no_false_candidate,0,0.4,0,3,0,pidqa-13b8dc3f25e25bb5,qwen,3,1.0,gh-58647,0.25,1,pidqa-sheet-072,1,4,gh-02943;gh-37776;gh-57979;gh-58647
5,set_b,partial_recovery_with_false_candidates,0,0.5454545454545454,2,3,2,pidqa-13db22813d5a5dd7,qwen,3,0.6,cd-30656;cd-49269;cd-58389;cd-86324;cd-95745,0.5,3,pidqa-sheet-482,3,6,cd-30656;cd-49269;cd-58589;cd-66301;cd-86324;cd-92980
1,set_b,exact_set,1,1.0,0,0,0,pidqa-1c3a03e1501a5d2f,qwen,0,1.0,erv-3-12,1.0,1,pidqa-sheet-256,1,1,erv-3-12
2,set_b,partial_recovery_no_false_candidate,0,0.6666666666666666,0,2,0,pidqa-1f3f881abf809ee1,qwen,2,1.0,ab-25264;ab-25691,0.5,2,pidqa-sheet-392,2,4,ab-25264;ab-25691;ab-30864;ab-65995
1,set_b,exact_set,1,1.0,0,0,0,pidqa-201aff7da5782292,qwen,0,1.0,cv-94282,1.0,1,pidqa-sheet-448,1,1,cv-94282
4,set_b,partial_recovery_with_false_candidates,0,0.6666666666666666,1,2,1,pidqa-2199662f817e5a8d,qwen,2,0.75,uv-49567;uv-69206;uv-75579;uv-78264,0.6,3,pidqa-sheet-100,3,5,uv-26488;uv-49567;uv-69206;uv-75579;uv-97976
1,set_b,false_candidates_without_recovery,0,0.0,1,0,1,pidqa-2479dc9dd92deb72,qwen,0,0.0,none,0.0,0,pidqa-sheet-089,0,0,
2,set_b,partial_recovery_no_false_candidate,0,0.8,0,1,0,pidqa-259eb80e4408df30,qwen,1,1.0,dv-04965;dv-41907,0.6666666666666666,2,pidqa-sheet-162,2,3,dv-04965;dv-37643;dv-41907
4,set_b,false_candidates_without_recovery,0,0.0,4,4,4,pidqa-26b17721d40df362,qwen,4,0.0,zlo-395;zlo-497;zlo-607;zlo-743,0.0,0,pidqa-sheet-242,0,4,zlo 395;zlo 497;zlo 607;zlo 743
3,set_b,partial_recovery_with_false_candidates,0,0.6666666666666666,1,1,1,pidqa-27921cfa2f04484d,qwen,1,0.6666666666666666,cv-0-70;cv-59107;cv-90923,0.6666666666666666,2,pidqa-sheet-405,2,3,cv-53997;cv-59107;cv-90923
6,set_b,partial_recovery_with_false_candidates,0,0.6666666666666666,2,2,2,pidqa-2a3e7d16a4b6dc5e,qwen,2,0.6666666666666666,dv-10172;dv-10406;dv-51772;dv-60502;dv-60506;dv-88858,0.6666666666666666,4,pidqa-sheet-029,4,6,dv-10172;dv-10406;dv-51752;dv-60502;dv-64954;dv-88858
1,set_b,false_candidates_without_recovery,0,0.0,1,0,1,pidqa-3326cad2a81c63e7,qwen,0,0.0,none,0.0,0,pidqa-sheet-444,0,0,
4,set_b,partial_recovery_with_false_candidates,0,0.75,1,1,1,pidqa-36e9b51bd2b49d64,qwen,1,0.75,ro-10 304;ro-10 514;ro-10 778;ro-10 790,0.75,3,pidqa-sheet-155,3,4,ro-10 304;ro-10 514;ro-10 778;ro-10 985
2,set_b,exact_set,1,1.0,0,0,0,pidqa-3812b214e1818b14,qwen,0,1.0,av-04652;av-77491,1.0,2,pidqa-sheet-169,2,2,av-04652;av-77491
1,set_b,partial_recovery_no_false_candidate,0,0.6666666666666666,0,1,0,pidqa-38c3da059c3062e9,qwen,1,1.0,kl-75775,0.5,1,pidqa-sheet-013,1,2,kl-08580;kl-75775
5,set_b,complete_recovery_with_false_candidates,0,0.8888888888888888,1,0,1,pidqa-3b6e2a71c1e96cca,qwen,0,0.8,av-26029;av-45890;av-71332;av-91942;av-97339,1.0,4,pidqa-sheet-212,4,4,av-26029;av-45890;av-71332;av-97339
1,set_b,partial_recovery_no_false_candidate,0,0.2,0,8,0,pidqa-3cba7a7dbf5dd60c,qwen,8,1.0,wx-86682,0.1111111111111111,1,pidqa-sheet-158,1,9,wx-10191;wx-11206;wx-16248;wx-30831;wx-31549;wx-73557;wx-86553;wx-86682;wx-97331
5,set_b,partial_recovery_with_false_candidates,0,0.6666666666666666,1,3,1,pidqa-3d67f14265bb2220,qwen,3,0.8,ij-02301;ij-04875;ij-38979;ij-51230;ij-88533,0.5714285714285714,4,pidqa-sheet-451,4,7,ij-04875;ij-21696;ij-38979;ij-51230;ij-52366;ij-59885;ij-88533
1,set_b,false_candidates_without_recovery,0,0.0,1,5,1,pidqa-3f2361937c910a54,qwen,5,0.0,ddl-237,0.0,0,pidqa-sheet-187,0,5,ddl 223;ddl 237;ddl 515;ddl 759;ddl 998
7,set_b,complete_recovery_with_false_candidates,0,0.9230769230769231,1,0,1,pidqa-421b44d975ff4678,qwen,0,0.8571428571428571,uv-07585;uv-34995;uv-37805;uv-46020;uv-57436;uv-73731;uv-96753,1.0,6,pidqa-sheet-351,6,6,uv-07585;uv-37805;uv-46020;uv-57436;uv-73731;uv-96753
3,set_b,partial_recovery_no_false_candidate,0,0.8571428571428571,0,1,0,pidqa-4552eed9d3456a8a,qwen,1,1.0,kl-50201;kl-56828;kl-85807,0.75,3,pidqa-sheet-286,3,4,kl-50201;kl-54724;kl-56828;kl-85807
2,set_b,false_candidates_without_recovery,0,0.0,2,2,2,pidqa-49105c2af1960eea,qwen,2,0.0,gi-712;gi-933,0.0,0,pidqa-sheet-221,0,2,gi 712;gi 933
2,set_b,partial_recovery_no_false_candidate,0,0.8,0,1,0,pidqa-4ce6915c793fe515,qwen,1,1.0,ef-24668;ef-90762,0.6666666666666666,2,pidqa-sheet-338,2,3,ef-24668;ef-90762;ef-97004
3,set_b,partial_recovery_with_false_candidates,0,0.4,2,1,2,pidqa-4f8914d0c4f6750f,qwen,1,0.3333333333333333,ef-22221;ef-23900;ef-46730,0.5,1,pidqa-sheet-190,1,2,ef-22221;ef-39840
6,set_b,complete_recovery_with_false_candidates,0,0.8,2,0,2,pidqa-53f77daeaca01320,qwen,0,0.6666666666666666,kl-29271;kl-36908;kl-45823;kl-53206;kl-58999;kl-62250,1.0,4,pidqa-sheet-002,4,4,kl-29271;kl-53206;kl-58999;kl-62250
3,set_b,exact_set,1,1.0,0,0,0,pidqa-56bd7c162d3f5d5e,qwen,0,1.0,zlc 488;zlc 599;zlc 757,1.0,3,pidqa-sheet-307,3,3,zlc 488;zlc 599;zlc 757
0,set_b,exact_set,1,1.0,0,0,0,pidqa-59c9f9251a714a5b,qwen,0,1.0,,1.0,0,pidqa-sheet-269,0,0,
6,set_b,complete_recovery_with_false_candidates,0,0.8,2,0,2,pidqa-5a1c2466e26c2f44,qwen,0,0.6666666666666666,wx-21066;wx-25461;wx-49643;wx-5303;wx-55303;wx-67272,1.0,4,pidqa-sheet-490,4,4,wx-21066;wx-25461;wx-55303;wx-67272
2,set_b,exact_set,1,1.0,0,0,0,pidqa-5fbbf7e105b68853,qwen,0,1.0,rv-18376;rv-84378,1.0,2,pidqa-sheet-098,2,2,rv-18376;rv-84378
2,set_b,partial_recovery_no_false_candidate,0,0.8,0,1,0,pidqa-6267a699045894d4,qwen,1,1.0,cd-56614;cd-72015,0.6666666666666666,2,pidqa-sheet-276,2,3,cd-56614;cd-72015;cd-84862
1,set_b,partial_recovery_no_false_candidate,0,0.6666666666666666,0,1,0,pidqa-65020dbb36831bca,qwen,1,1.0,ij-89212,0.5,1,pidqa-sheet-402,1,2,ij-31831;ij-89212
10,set_b,partial_recovery_with_false_candidates,0,0.47058823529411764,6,3,6,pidqa-6518bb75c0ec241c,qwen,3,0.4,st-19224;st-61009;st-6717;st-69678;st-7;st-77533;st-77971;st-81009;st-93051;st-98858,0.5714285714285714,4,pidqa-sheet-142,4,7,st-07829;st-20472;st-69678;st-81009;st-93051;st-97223;st-98858
4,set_b,exact_set,1,1.0,0,0,0,pidqa-734329612e43d1ca,qwen,0,1.0,ro-10 135;ro-10 202;ro-10 385;ro-10 603,1.0,4,pidqa-sheet-244,4,4,ro-10 135;ro-10 202;ro-10 385;ro-10 603
4,set_b,partial_recovery_no_false_candidate,0,0.8888888888888888,0,1,0,pidqa-738bc3f1782a76e0,qwen,1,1.0,kl-08386;kl-55062;kl-75802;kl-97019,0.8,4,pidqa-sheet-267,4,5,kl-08386;kl-55062;kl-72371;kl-75802;kl-97019
1,set_b,partial_recovery_no_false_candidate,0,0.6666666666666666,0,1,0,pidqa-7a6a1185e3b45659,qwen,1,1.0,kl-81274,0.5,1,pidqa-sheet-059,1,2,kl-03031;kl-81274
1,set_b,false_candidates_without_recovery,0,0.0,1,0,1,pidqa-7f1bf9753128acd2,qwen,0,0.0,sta,0.0,0,pidqa-sheet-056,0,0,
1,set_b,exact_set,1,1.0,0,0,0,pidqa-88314ef2eeb50b78,qwen,0,1.0,sta,1.0,1,pidqa-sheet-207,1,1,sta
1,set_b,partial_recovery_no_false_candidate,0,0.5,0,2,0,pidqa-8c8b27e3fe4edc66,qwen,2,1.0,cs-86,0.3333333333333333,1,pidqa-sheet-327,1,3,cs-24;cs-39;cs-86
6,set_b,partial_recovery_with_false_candidates,0,0.6,3,1,3,pidqa-8ce8fb4eeb3fe824,qwen,1,0.5,kl-;kl-61393;kl-62698;kl-71789;kl-766;kl-97275,0.75,3,pidqa-sheet-009,3,4,kl-44057;kl-61393;kl-62698;kl-97275
1,set_b,false_candidates_without_recovery,0,0.0,1,0,1,pidqa-8fd5949763072a9e,qwen,0,0.0,none,0.0,0,pidqa-sheet-127,0,0,
4,set_b,partial_recovery_no_false_candidate,0,0.8,0,2,0,pidqa-90b74af181950866,qwen,2,1.0,cd-39967;cd-50933;cd-52848;cd-67339,0.6666666666666666,4,pidqa-sheet-413,4,6,cd-39967;cd-50933;cd-52848;cd-67339;cd-80480;cd-88405
7,set_b,false_candidates_without_recovery,0,0.0,7,9,7,pidqa-9205c9a543f7fa28,qwen,9,0.0,ins(-11°c);ins(-17°c);ins(-22°c);ins(-49°c);ins(-50°c);ins(14°c);ins(46°c),0.0,0,pidqa-sheet-382,0,9,ins ( -11°c );ins ( -17°c );ins ( -22°c );ins ( -49°c );ins ( -50°c );ins ( 14°c );ins ( 42°c );ins ( 46°c );ins ( 50°c )
6,set_b,partial_recovery_with_false_candidates,0,0.6666666666666666,2,2,2,pidqa-9644c0ea46acad70,qwen,2,0.6666666666666666,mn-62339;mn-72190;mn-72516;mn-84852;mn-94206;mn-98871,0.6666666666666666,4,pidqa-sheet-396,4,6,mn-27407;mn-62939;mn-72516;mn-84852;mn-94206;mn-98871
3,set_b,partial_recovery_no_false_candidate,0,0.8571428571428571,0,1,0,pidqa-97829bc150662fe9,qwen,1,1.0,cs-16;cs-21;cs-35,0.75,3,pidqa-sheet-259,3,4,cs-16;cs-21;cs-35;cs-40
4,set_b,false_candidates_without_recovery,0,0.0,4,4,4,pidqa-9abe1b15aa131c32,qwen,4,0.0,sdl-333;sdl-343;sdl-658;sdl-871,0.0,0,pidqa-sheet-491,0,4,sdl 333;sdl 343;sdl 658;sdl 871
4,set_b,partial_recovery_no_false_candidate,0,0.8,0,2,0,pidqa-9c68f482a6167707,qwen,2,1.0,cs-07;cs-15;cs-60;cs-85,0.6666666666666666,4,pidqa-sheet-032,4,6,cs-07;cs-15;cs-20;cs-60;cs-68;cs-85
2,set_b,partial_recovery_no_false_candidate,0,0.8,0,1,0,pidqa-a3111e5026a1f8f7,qwen,1,1.0,kl-73553;kl-96905,0.6666666666666666,2,pidqa-sheet-284,2,3,kl-35684;kl-73553;kl-96905
3,set_b,false_candidates_without_recovery,0,0.0,3,2,3,pidqa-a581b081d7294cf7,qwen,2,0.0,zlc-339;zlc-541;zlc-702,0.0,0,pidqa-sheet-349,0,2,zlc 339;zlc 541
3,set_b,false_candidates_without_recovery,0,0.0,3,3,3,pidqa-ae7ff9dd3a5ee54d,qwen,3,0.0,sdl-299;sdl-560;sdl-707,0.0,0,pidqa-sheet-025,0,3,sdl 299;sdl 560;sdl 707
3,set_b,exact_set,1,1.0,0,0,0,pidqa-aef49d3f960637da,qwen,0,1.0,ddl 380;ddl 519;ddl 777,1.0,3,pidqa-sheet-472,3,3,ddl 380;ddl 519;ddl 777
1,set_b,partial_recovery_no_false_candidate,0,0.6666666666666666,0,1,0,pidqa-affde9a2d65ed274,qwen,1,1.0,qr-62154,0.5,1,pidqa-sheet-447,1,2,qr-62154;qr-99555
3,set_b,exact_set,1,1.0,0,0,0,pidqa-b0c77e506f2fd952,qwen,0,1.0,op-02735;op-18903;op-75219,1.0,3,pidqa-sheet-129,3,3,op-02735;op-18903;op-75219
2,set_b,partial_recovery_no_false_candidate,0,0.5714285714285714,0,3,0,pidqa-b3639767f8fb4b69,qwen,3,1.0,cd-13369;cd-44814,0.4,2,pidqa-sheet-442,2,5,cd-00045;cd-13369;cd-24096;cd-44814;cd-78933
1,set_b,exact_set,1,1.0,0,0,0,pidqa-b38974d89c5567b7,qwen,0,1.0,wx-99532,1.0,1,pidqa-sheet-433,1,1,wx-99532
3,set_b,false_candidates_without_recovery,0,0.0,3,3,3,pidqa-b68b3ec10ff7c845,qwen,3,0.0,ins (-37°c);ins (-47°c);ins (37°c),0.0,0,pidqa-sheet-107,0,3,ins ( -37°c );ins ( -47°c );ins ( 37°c )
1,set_b,partial_recovery_no_false_candidate,0,0.6666666666666666,0,1,0,pidqa-b7b2467002e6ef5c,qwen,1,1.0,cs-98,0.5,1,pidqa-sheet-109,1,2,cs-18;cs-98
3,set_b,partial_recovery_no_false_candidate,0,0.8571428571428571,0,1,0,pidqa-b969d18c38d14a2a,qwen,1,1.0,rv-06129;rv-62785;rv-95459,0.75,3,pidqa-sheet-416,3,4,rv-06129;rv-43029;rv-62785;rv-95459
1,set_b,partial_recovery_no_false_candidate,0,0.6666666666666666,0,1,0,pidqa-bb46b7c2c5044f85,qwen,1,1.0,mn-74592,0.5,1,pidqa-sheet-205,1,2,mn-52607;mn-74592
5,set_b,complete_recovery_with_false_candidates,0,0.75,2,0,2,pidqa-bd006d290ebc8473,qwen,0,0.6,ij-01929;ij-34382;ij-47147;ij-59462;ij-67397,1.0,3,pidqa-sheet-272,3,3,ij-34382;ij-59462;ij-67397
5,set_b,complete_recovery_with_false_candidates,0,0.8888888888888888,1,0,1,pidqa-be67ffa9e48ac764,qwen,0,0.8,gh-17276;gh-25813;gh-32152;gh-58467;gh-91168,1.0,4,pidqa-sheet-172,4,4,gh-25813;gh-32152;gh-58467;gh-91168
2,set_b,false_candidates_without_recovery,0,0.0,2,2,2,pidqa-bf40e825a62b8259,qwen,2,0.0,sdl-251;sdl-969,0.0,0,pidqa-sheet-214,0,2,sdl 251;sdl 969
5,set_b,partial_recovery_with_false_candidates,0,0.6666666666666666,1,3,1,pidqa-c197f849a4360f1f,qwen,3,0.8,ij-05901;ij-11564;ij-2788;ij-42814;ij-77397,0.5714285714285714,4,pidqa-sheet-292,4,7,ij-05901;ij-11564;ij-14675;ij-27288;ij-27670;ij-42814;ij-77397
3,set_b,partial_recovery_no_false_candidate,0,0.6666666666666666,0,3,0,pidqa-c28de3b9be15ca9b,qwen,3,1.0,cd-03255;cd-50553;cd-86228,0.5,3,pidqa-sheet-063,3,6,cd-03255;cd-39523;cd-50553;cd-76243;cd-86228;cd-98999
1,set_b,exact_set,1,1.0,0,0,0,pidqa-c36267312418de23,qwen,0,1.0,ef-30475,1.0,1,pidqa-sheet-479,1,1,ef-30475
5,set_b,complete_recovery_with_false_candidates,0,0.8888888888888888,1,0,1,pidqa-c3bba23728b3fbf8,qwen,0,0.8,er;erv-0-20;erv-1-68;erv-4-29;erv-9-65,1.0,4,pidqa-sheet-285,4,4,erv-0-20;erv-1-68;erv-4-29;erv-9-65
3,set_b,partial_recovery_no_false_candidate,0,0.8571428571428571,0,1,0,pidqa-c88f3f166d2b8685,qwen,1,1.0,mn-70303;mn-86418;mn-86565,0.75,3,pidqa-sheet-071,3,4,mn-02285;mn-70303;mn-86418;mn-86565
1,set_b,exact_set,1,1.0,0,0,0,pidqa-ca9453c0916dd854,qwen,0,1.0,qr-01570,1.0,1,pidqa-sheet-141,1,1,qr-01570
2,set_b,partial_recovery_no_false_candidate,0,0.8,0,1,0,pidqa-cd9e54a055aa1d2d,qwen,1,1.0,st-04173;st-56743,0.6666666666666666,2,pidqa-sheet-488,2,3,st-04173;st-56743;st-75402
10,set_b,complete_recovery_with_false_candidates,0,0.5714285714285714,6,0,6,pidqa-cf8567fb7c3d4a47,qwen,0,0.4,st-0346;st-15-4437;st-21757;st-24175;st-3187;st-4433;st-50001;st-66912;st-76618;st-96788,1.0,4,pidqa-sheet-077,4,4,st-50001;st-66912;st-76618;st-96788
3,set_b,exact_set,1,1.0,0,0,0,pidqa-d46c433407c03e66,qwen,0,1.0,ro-10 364;ro-10 525;ro-10 545,1.0,3,pidqa-sheet-282,3,3,ro-10 364;ro-10 525;ro-10 545
2,set_b,exact_set,1,1.0,0,0,0,pidqa-dd211d193226cddc,qwen,0,1.0,mn-29700;mn-90715,1.0,2,pidqa-sheet-184,2,2,mn-29700;mn-90715
3,set_b,false_candidates_without_recovery,0,0.0,3,3,3,pidqa-dd4e735e1a38f0f1,qwen,3,0.0,sdl-257;sdl-382;sdl-727,0.0,0,pidqa-sheet-385,0,3,sdl 257;sdl 382;sdl 727
2,set_b,exact_set,1,1.0,0,0,0,pidqa-ddffb495a2f0db07,qwen,0,1.0,wx-11994;wx-46690,1.0,2,pidqa-sheet-417,2,2,wx-11994;wx-46690
8,set_b,partial_recovery_with_false_candidates,0,0.5714285714285714,4,2,4,pidqa-df288d95dc24fe32,qwen,2,0.5,cd-31332;cd-59095;cd-60869;cd-79998;cd-87616;cd-89474;cd-91332;cd-946,0.6666666666666666,4,pidqa-sheet-296,4,6,cd-31332;cd-45970;cd-54941;cd-79998;cd-87616;cd-89474
1,set_b,exact_set,1,1.0,0,0,0,pidqa-e069b204039e9a2a,qwen,0,1.0,qr-32684,1.0,1,pidqa-sheet-041,1,1,qr-32684
2,set_b,false_candidates_without_recovery,0,0.0,2,2,2,pidqa-e55d2ddac4335454,qwen,2,0.0,zlo-289;zlo-371,0.0,0,pidqa-sheet-136,0,2,zlo 289;zlo 371
4,set_b,false_candidates_without_recovery,0,0.0,4,4,4,pidqa-e72e732e00404ca5,qwen,4,0.0,ins (11°c);ins (133°c);ins (15°c);ins (22°c),0.0,0,pidqa-sheet-410,0,4,ins ( 11°c );ins ( 15°c );ins ( 22°c );ins ( 53°c )
16,set_b,partial_recovery_with_false_candidates,0,0.08695652173913043,15,6,15,pidqa-e784a9dda46b26d4,qwen,6,0.0625,ef-07880;ef-13294;ef-29372;ef-38281;ef-42480;ef-46335;ef-58866;ef-79790;ef-8212;ef-84418;ef-91567;ef-95951;ef-9631;ef-97300;ef-982;ef-9825,0.14285714285714285,1,pidqa-sheet-031,1,7,ef-07980;ef-54357;ef-58866;ef-61350;ef-76248;ef-76647;ef-79825
1,set_b,exact_set,1,1.0,0,0,0,pidqa-e8a88e68db8af87a,qwen,0,1.0,qr-20140,1.0,1,pidqa-sheet-415,1,1,qr-20140
3,set_b,partial_recovery_no_false_candidate,0,0.75,0,2,0,pidqa-e9d9f9e5915f13b4,qwen,2,1.0,op-01435;op-12489;op-66212,0.6,3,pidqa-sheet-474,3,5,op-01435;op-12489;op-41990;op-66212;op-76756
2,set_b,partial_recovery_no_false_candidate,0,0.8,0,1,0,pidqa-edecda2f285f0d3b,qwen,1,1.0,ro-10 507;ro-10 538,0.6666666666666666,2,pidqa-sheet-309,2,3,ro-10 327;ro-10 507;ro-10 538
1,set_b,partial_recovery_no_false_candidate,0,0.5,0,2,0,pidqa-f22ac37cadb8555d,qwen,2,1.0,cv-42277,0.3333333333333333,1,pidqa-sheet-469,1,3,cv-42277;cv-45934;cv-64294
2,set_b,false_candidates_without_recovery,0,0.0,2,0,2,pidqa-f283793d943fcfa8,qwen,0,0.0,op-74206;op-96875,0.0,0,pidqa-sheet-026,0,0,
2,set_b,partial_recovery_with_false_candidates,0,0.5,1,1,1,pidqa-f5c61061d0075833,qwen,1,0.5,cd-58014;cd-81354,0.5,1,pidqa-sheet-191,1,2,cd-15150;cd-58014
11,set_b,complete_recovery_with_false_candidates,0,0.42857142857142855,8,0,8,pidqa-f91a982dc4d46fa9,qwen,0,0.2727272727272727,wx-09105;wx-24784;wx-27393;wx-40255;wx-47529;wx-66044;wx-73523;wx-77268;wx-90586;wx-91162;wx-91446,1.0,3,pidqa-sheet-463,3,3,wx-09105;wx-24784;wx-27393
7,set_b,partial_recovery_with_false_candidates,0,0.5454545454545454,4,1,4,pidqa-fa684002ab74446b,qwen,1,0.42857142857142855,rv-07926;rv-1-0694;rv-14074;rv-24038;rv-32077;rv-5-01;rv-74432,0.75,3,pidqa-sheet-440,3,4,rv-14074;rv-24038;rv-32077;rv-74452
4,set_b,partial_recovery_with_false_candidates,0,0.5,2,2,2,pidqa-fb09b726215e5b3c,qwen,2,0.5,kl-28839;kl-49397;kl-83787;kl-91724,0.5,2,pidqa-sheet-366,2,4,kl-28839;kl-38032;kl-49397;kl-91274
24,set_b,partial_recovery_with_false_candidates,0,0.14285714285714285,22,2,22,pidqa-fcc7bcbeb95f27f4,qwen,2,0.08333333333333333,cv-13992;cv-81407;cv-81847;cv-82618;cv-82619;cv-82628;cv-82633;cv-82634;cv-82635;cv-82636;cv-82637;cv-82638;cv-82639;cv-82640;cv-82641;cv-82642;cv-82643;cv-82644;cv-82645;cv-82646;cv-82647;cv-82648;cv-82649;cv-82800,0.5,2,pidqa-sheet-035,2,4,cv-13992;cv-15444;cv-38118;cv-81847
1,set_b,false_candidates_without_recovery,0,0.0,1,0,1,pidqa-fd4335aa2c9016cb,qwen,0,0.0,none,0.0,0,pidqa-sheet-196,0,0,
5,set_b,partial_recovery_with_false_candidates,0,0.5,3,1,3,pidqa-ffa7a479d6ee04c9,qwen,1,0.4,dv-08762;dv-55523;dv-66765;dv-90393;dv-94041,0.6666666666666666,2,pidqa-sheet-370,2,3,dv-06765;dv-08762;dv-55523
2,set_b,partial_recovery_no_false_candidate,0,0.8,0,1,0,pidqa-016b963d9bc57879,paddleocr_geometry,1,1.0,sdl 197;sdl 389,0.6666666666666666,2,pidqa-sheet-361,2,3,sdl 197;sdl 389;sdl 732
2,set_b,partial_recovery_with_false_candidates,0,0.5,1,1,1,pidqa-02b1077698718c87,paddleocr_geometry,1,0.5,av-71716;av15,0.5,1,pidqa-sheet-181,1,2,av-53306;av-71716
3,set_b,partial_recovery_no_false_candidate,0,0.5454545454545454,0,5,0,pidqa-05367f98fc2978c5,paddleocr_geometry,5,1.0,cs-55;cs-80;cs-86,0.375,3,pidqa-sheet-122,3,8,cs-01;cs-34;cs-50;cs-55;cs-80;cs-81;cs-83;cs-86
0,set_b,empty_prediction,0,0.0,0,1,0,pidqa-07d2d7d2ed61317a,paddleocr_geometry,1,0.0,,0.0,0,pidqa-sheet-350,0,1,op-14149
4,set_b,partial_recovery_no_false_candidate,0,0.7272727272727273,0,3,0,pidqa-09a47d8256ca9af4,paddleocr_geometry,3,1.0,op-22494;op-42508;op-54531;op-67900,0.5714285714285714,4,pidqa-sheet-378,4,7,op-22494;op-40540;op-42508;op-53551;op-54531;op-67900;op-83219
5,set_b,partial_recovery_no_false_candidate,0,0.7692307692307693,0,3,0,pidqa-09d5966f710213eb,paddleocr_geometry,3,1.0,gh-33873;gh-40059;gh-41949;gh-77306;gh-97223,0.625,5,pidqa-sheet-148,5,8,gh-33873;gh-40059;gh-41949;gh-48478;gh-49695;gh-77306;gh-85039;gh-97223
4,set_b,partial_recovery_no_false_candidate,0,0.8,0,2,0,pidqa-0af6234429690fb1,paddleocr_geometry,2,1.0,ddl 187;ddl 254;ddl 904;ddl 967,0.6666666666666666,4,pidqa-sheet-209,4,6,ddl 187;ddl 254;ddl 329;ddl 637;ddl 904;ddl 967
2,set_b,partial_recovery_no_false_candidate,0,0.5714285714285714,0,3,0,pidqa-0c327050b1b6428b,paddleocr_geometry,3,1.0,ddl 605;ddl 859,0.4,2,pidqa-sheet-360,2,5,ddl 443;ddl 605;ddl 847;ddl 859;ddl 916
0,set_b,empty_prediction,0,0.0,0,3,0,pidqa-0df73136608ca96a,paddleocr_geometry,3,0.0,,0.0,0,pidqa-sheet-439,0,3,ins ( -19°c );ins ( -51°c );ins ( 25°c )
2,set_b,partial_recovery_no_false_candidate,0,0.5714285714285714,0,3,0,pidqa-0e1e010e50dbb0a5,paddleocr_geometry,3,1.0,op-52394;op-53869,0.4,2,pidqa-sheet-070,2,5,op-04473;op-24050;op-36931;op-52394;op-53869
2,set_b,partial_recovery_no_false_candidate,0,0.6666666666666666,0,2,0,pidqa-13b8dc3f25e25bb5,paddleocr_geometry,2,1.0,gh-57979;gh-58647,0.5,2,pidqa-sheet-072,2,4,gh-02943;gh-37776;gh-57979;gh-58647
